gene_id,male_mean,female_mean,difference,p_value,p_adj,gene_symbol,gene_title,gene_type
10,0.3745987,0.27541634,0.09918237,0.023923914934204597,0.043632209231428895,NAT2,N-acetyltransferase 2,protein-coding
100,0.60316837,0.8007403,-0.19757193,0.014273037572226723,0.027668325420206755,ADA,adenosine deaminase,protein-coding
1000,-0.1452856,-0.0030562044,-0.14222941,1.0400394718588248e-05,4.2758005960533824e-05,CDH2,cadherin 2,protein-coding
10000,0.33545828,0.14744991,0.18800837,0.0005737525653689601,0.0015791966121608705,AKT3,AKT serine/threonine kinase 3,protein-coding
10001,-0.09907212,-0.12225547,0.023183346,0.5181501924245377,0.6034154139627528,MED6,mediator complex subunit 6,protein-coding
10003,0.66541034,0.73806596,-0.07265562,0.052070473843008336,0.0860768993537657,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2,protein-coding
10004,0.4939635,0.69574374,-0.20178023,1.8953003718048073e-07,1.1293022225040921e-06,NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1,protein-coding
10005,1.2518215,1.360876,-0.109054446,0.25638597331047064,0.33628325130029596,ACOT8,acyl-CoA thioesterase 8,protein-coding
10006,0.8874098,0.6991526,0.18825722,7.53892251614626e-05,0.000258669181127334,ABI1,abl interactor 1,protein-coding
10007,-2.2463713,-1.0502669,-1.1961044,3.4641096474650993e-39,2.5120908078793967e-36,GNPDA1,glucosamine-6-phosphate deaminase 1,protein-coding
10009,-0.17137767,-0.09674816,-0.074629515,0.07379245712210979,0.11662992453863712,ZBTB33,zinc finger and BTB domain containing 33,protein-coding
100093698,0.34744313,0.32375333,0.023689806,0.27796432099430024,0.3604443198924722,GS1-600G8.3,unknown transcript,ncRNA
1001,0.06607288,-0.0076649464,0.07373783,0.0007643250684180909,0.002045278802573958,CDH3,cadherin 3,protein-coding
10010,-0.2958997,-0.1992789,-0.09662078,0.008612442615408276,0.01771045747502139,TANK,TRAF family member associated NFKB activator,protein-coding
100126791,0.2162914,0.15843394,0.057857454,0.025124330065440625,0.04558244901350287,EGOT,eosinophil granule ontogeny transcript,ncRNA
100128640,0.7201367,0.70363015,0.016506553,0.5649395420495518,0.647987967471797,ACVR2B-AS1,ACVR2B antisense RNA 1,ncRNA
100129250,0.1688096,0.23646449,-0.06765489,0.08423738916078831,0.1307907473015363,SMIM27,small integral membrane protein 27,protein-coding
100129271,0.100347936,0.23676203,-0.1364141,0.001977156681189083,0.0047830430858907015,C1orf68,chromosome 1 open reading frame 68,protein-coding
100129460,-0.09584176,-0.12028417,0.024442412,0.37933191179583214,0.4665672761268102,DPY19L1P1,DPY19L1 pseudogene 1,pseudo
100129482,-0.14440024,0.07018763,-0.21458787,2.1177535584357186e-06,1.0099677318528256e-05,ZNF37BP,"zinc finger protein 37B, pseudogene",pseudo
10013,-0.003823232,0.7988951,-0.80271834,3.6361465881706294e-10,3.732424241379477e-09,HDAC6,histone deacetylase 6,protein-coding
100130331,0.13012816,0.19094642,-0.060818255,0.237912486597054,0.31588423637786556,LOC100130331,"POTE ankyrin domain family, member F pseudogene",pseudo
100130958,0.08820457,0.08644021,0.0017643571,0.6699579344185489,0.7404071192749324,SYCE1L,synaptonemal complex central element protein 1 like,protein-coding
100131755,0.4071927,0.44326472,-0.036072016,0.6043640918650937,0.6837922654655721,ARMCX4,armadillo repeat containing X-linked 4,protein-coding
100131825,0.005157626,0.048059724,-0.042902097,0.391796596437163,0.479601672215008,CADM3-AS1,CADM3 antisense RNA 1,ncRNA
100132341,0.69330484,0.7857481,-0.09244329,0.0028795760522624396,0.006679099533833608,CLUHP3,clustered mitochondria homolog pseudogene 3,pseudo
100132406,0.70103675,0.54684246,0.1541943,0.024759670289341243,0.04497380511669351,NBPF10,NBPF member 10,protein-coding
100132476,0.09373794,0.09737706,-0.0036391243,0.9761068118225742,0.9826656667118697,KRTAP4-7,keratin associated protein 4-7,protein-coding
100132923,0.36985582,0.35647908,0.013376743,0.9720749569975952,0.9800245395703593,FAM66D,family with sequence similarity 66 member D,ncRNA
100134713,-0.39221415,-0.409582,0.01736784,0.36482804899079635,0.45165697810389005,NDUFB2-AS1,NDUFB2 antisense RNA 1,ncRNA
100137047,0.2196605,0.14052981,0.079130694,0.05361309238818264,0.08823150486737626,JMJD7,jumonji domain containing 7,protein-coding
10014,1.4572333,1.4753221,-0.018088818,0.9622338877701203,0.9722497638250998,HDAC5,histone deacetylase 5,protein-coding
10015,-0.090137854,-0.31363395,0.2234961,9.723436374336745e-10,9.22790790014037e-09,PDCD6IP,programmed cell death 6 interacting protein,protein-coding
10016,0.9547676,0.61239,0.3423776,4.668491462311793e-09,3.865222481355257e-08,PDCD6,programmed cell death 6,protein-coding
10017,0.100184724,0.0761674,0.024017327,0.11151094103568102,0.16653020970174143,BCL2L10,BCL2 like 10,protein-coding
10018,0.012210969,-0.16070063,0.1729116,4.97354017187829e-09,4.093044274960985e-08,BCL2L11,BCL2 like 11,protein-coding
10019,0.62298125,0.58960146,0.033379793,0.4920630467031848,0.5789419011029645,SH2B3,SH2B adaptor protein 3,protein-coding
1002,0.40535933,0.6405296,-0.23517025,2.1439364713986346e-06,1.0208748095559044e-05,CDH4,cadherin 4,protein-coding
10020,-0.29199916,-0.40184915,0.10984999,0.18267511652624768,0.25286535330514054,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,protein-coding
10021,0.36579096,0.2936004,0.07219055,0.010015257970744004,0.02024731063682061,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,protein-coding
10022,0.35207966,0.3285431,0.023536563,0.8161557519780327,0.8615831572516859,INSL5,insulin like 5,protein-coding
10023,0.51070184,0.21809833,0.2926035,1.2157184471185398e-10,1.3634102875395928e-09,FRAT1,FRAT regulator of WNT signaling pathway 1,protein-coding
10024,-1.3057771,-1.1392078,-0.16656923,2.4408668484908383e-05,9.221883698496799e-05,TROAP,trophinin associated protein,protein-coding
10025,-0.87074906,-0.8829137,0.012164652,0.61511348525164,0.6934722493079303,MED16,mediator complex subunit 16,protein-coding
10026,0.15678607,0.3000434,-0.14325733,0.019884778968468155,0.03708616567674363,PIGK,phosphatidylinositol glycan anchor biosynthesis class K,protein-coding
100272228,0.31906438,0.36974752,-0.05068314,0.46801827669518004,0.5566550231643203,LINC00894,long intergenic non-protein coding RNA 894,ncRNA
100287932,-0.49290565,-0.4548939,-0.03801176,0.07578536530327504,0.11930367034081088,TIMM23,translocase of inner mitochondrial membrane 23,protein-coding
100288413,-0.033629052,0.105198346,-0.1388274,0.004741871248666338,0.010379578969026743,ERVMER34-1,"endogenous retrovirus group MER34 member 1, envelope",protein-coding
100289678,-0.8422504,-0.69714695,-0.14510345,0.0058306038637346925,0.012492124510274816,ZNF783,zinc finger family member 783,protein-coding
1003,0.30268273,0.12007817,0.18260455,3.0507103765701086e-09,2.6135620237912647e-08,CDH5,cadherin 5,protein-coding
10036,-1.116689,-0.98620373,-0.13048524,0.028234783719683187,0.05054870951150949,CHAF1A,chromatin assembly factor 1 subunit A,protein-coding
10038,-2.0345428,-2.1530402,0.11849737,0.780779901437587,0.8336614087062683,PARP2,poly(ADP-ribose) polymerase 2,protein-coding
10039,-0.32483286,-0.25331226,-0.0715206,0.027771315603188067,0.049805757747469086,PARP3,poly(ADP-ribose) polymerase family member 3,protein-coding
1004,-0.218788,-0.0470928,-0.1716952,0.00021230001311317066,0.0006574314397536217,CDH6,cadherin 6,protein-coding
10040,-0.028898284,0.12652548,-0.15542376,0.00014986165840614538,0.00047924630994318035,TOM1L1,target of myb1 like 1 membrane trafficking protein,protein-coding
10042,-0.78094035,-0.86166716,0.0807268,0.514765751075346,0.6002111209485503,HMGXB4,HMG-box containing 4,protein-coding
10043,0.4450223,0.453047,-0.008024693,0.6950047752483677,0.7628221927761643,TOM1,target of myb1 membrane trafficking protein,protein-coding
10044,0.41785744,0.52623814,-0.108380705,0.08744028774762426,0.13508319139758296,SH2D3C,SH2 domain containing 3C,protein-coding
10045,0.45509583,0.26063228,0.19446355,5.378749382319099e-06,2.3463985274320544e-05,SH2D3A,SH2 domain containing 3A,protein-coding
10046,0.9223062,0.7132038,0.20910239,1.1703507373907658e-05,4.768038298266147e-05,MAMLD1,mastermind like domain containing 1,protein-coding
10047,0.36042604,0.4845349,-0.12410885,0.1305841517096117,0.18999662720123842,CST8,cystatin 8,protein-coding
10048,0.37306485,0.10983437,0.26323047,3.8405327408834797e-11,4.772791091694712e-10,RANBP9,RAN binding protein 9,protein-coding
10049,0.24047665,-0.08542445,0.3259011,7.973602649035944e-10,7.703649957469837e-09,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,protein-coding
100499177,0.10331616,-0.15172257,0.25503874,1.0596586882536863e-09,1.0018000236803255e-08,THAP9-AS1,THAP9 antisense RNA 1,ncRNA
1005,-0.3683374,-0.042626806,-0.3257106,1.4910488962873704e-21,1.1936136878851106e-19,CDH7,cadherin 7,protein-coding
10050,0.45272505,0.47425345,-0.021528393,0.1564682978141753,0.22156457333484414,SLC17A4,solute carrier family 17 member 4,protein-coding
100506469,-0.316089,-0.33797345,0.021884441,0.8180098550210766,0.8630862674171578,TMEM147-AS1,TMEM147 antisense RNA 1,ncRNA
100507424,0.19915451,0.16875042,0.03040409,0.12658989635242082,0.18530043282833622,LOC100507424,uncharacterized LOC100507424,ncRNA
100507436,1.4623526,1.2874941,0.17485857,0.0004896953732625387,0.0013761031596946835,MICA,MHC class I polypeptide-related sequence A,protein-coding
10051,-2.0454664,-1.9541306,-0.09133577,0.026603696946417992,0.047976942064868494,SMC4,structural maintenance of chromosomes 4,protein-coding
10052,-0.02883806,-0.05286777,0.02402971,0.559728301965944,0.6431468000786629,GJC1,gap junction protein gamma 1,protein-coding
10053,-0.6848849,-0.63628566,-0.048599243,0.015206438616429008,0.029232024834451396,AP1M2,adaptor related protein complex 1 subunit mu 2,protein-coding
10054,-1.5276489,-1.3709923,-0.15665662,0.006095356444407144,0.01299611799492412,UBA2,ubiquitin like modifier activating enzyme 2,protein-coding
10055,-0.3499076,-0.34906206,-0.0008455515,0.29860634543630593,0.38262332673721855,SAE1,SUMO1 activating enzyme subunit 1,protein-coding
10057,0.54289633,0.3091245,0.23377183,5.907014290676515e-07,3.1967371455425845e-06,ABCC5,ATP binding cassette subfamily C member 5,protein-coding
10058,-0.14807512,0.5342217,-0.6822968,0.00018391062454399954,0.0005761753950135771,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group),protein-coding
10059,0.04575269,-0.5007942,0.5465469,1.7620334958208957e-11,2.368849393291167e-10,DNM1L,dynamin 1 like,protein-coding
1006,0.24539071,0.17667614,0.068714574,0.01685043522015896,0.03204259839489738,CDH8,cadherin 8,protein-coding
10060,-0.08536802,-0.059174027,-0.026193995,0.7735991504533312,0.8279304042702202,ABCC9,ATP binding cassette subfamily C member 9,protein-coding
10061,-0.25757807,-0.21398385,-0.043594226,0.35823794755681504,0.44524220388905844,ABCF2,ATP binding cassette subfamily F member 2,protein-coding
10062,-0.07030618,-0.11323204,0.042925857,0.21638636213700224,0.2912875160979432,NR1H3,nuclear receptor subfamily 1 group H member 3,protein-coding
10063,-0.19556338,-0.07233199,-0.12323139,0.0027770502140604773,0.0064766316759246245,COX17,cytochrome c oxidase copper chaperone COX17,protein-coding
10066,0.15583031,0.2367898,-0.080959484,0.20401362616326602,0.2768387433506597,SCAMP2,secretory carrier membrane protein 2,protein-coding
10067,0.15681782,0.035312016,0.12150581,0.0009903331320304737,0.002578966381848686,SCAMP3,secretory carrier membrane protein 3,protein-coding
10068,0.27590042,0.22404514,0.05185528,0.03437627361142623,0.06006955366146883,IL18BP,interleukin 18 binding protein,protein-coding
10069,-0.6455937,-0.26475707,-0.38083664,1.805432935840886e-18,8.593581943261175e-17,RWDD2B,RWD domain containing 2B,protein-coding
1007,0.2569,0.21200931,0.0448907,0.1383523072710084,0.19964968325377402,CDH9,cadherin 9,protein-coding
10072,-1.3421125,-1.2861319,-0.055980682,0.3883432171078913,0.47608345072653985,DPP3,dipeptidyl peptidase 3,protein-coding
10073,-1.332883,-1.2260375,-0.1068455,1.5967513663866587e-05,6.301868655860215e-05,SNUPN,snurportin 1,protein-coding
10075,-0.22440636,-0.36069503,0.13628867,0.0005614070921403675,0.001549021202488491,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",protein-coding
10076,0.19516245,0.26517186,-0.07000941,0.43885060449898916,0.5270333546567679,PTPRU,protein tyrosine phosphatase receptor type U,protein-coding
10077,-0.03551849,-0.30403802,0.26851952,1.2372090037605542e-15,3.563624438869185e-14,TSPAN32,tetraspanin 32,protein-coding
10078,-0.7209137,-0.75322205,0.03230834,0.18888663549545615,0.25992866818576316,TSSC4,tumor suppressing subtransferable candidate 4,protein-coding
10079,-0.51512617,-0.3190623,-0.19606388,0.0001618449103855517,0.0005139680719302116,ATP9A,ATPase phospholipid transporting 9A (putative),protein-coding
1008,0.019108824,0.010638778,0.008470046,0.9276311022650728,0.9467535581359233,CDH10,cadherin 10,protein-coding
10083,0.39312223,0.40666988,-0.013547659,0.39435607585389176,0.48254309708454374,USH1C,USH1 protein network component harmonin,protein-coding
10084,-0.599472,-0.44025674,-0.15921524,0.0015417483032748977,0.003831990540881641,PQBP1,polyglutamine binding protein 1,protein-coding
10085,0.10541347,0.48789167,-0.3824782,3.161197302718454e-17,1.2255107027645628e-15,EDIL3,EGF like repeats and discoidin domains 3,protein-coding
10086,0.55605346,0.36686257,0.1891909,4.933639072898383e-06,2.1737634914471505e-05,HHLA1,HERV-H LTR-associating 1,protein-coding
10087,0.24053733,0.1455954,0.09494193,0.0009553886453992935,0.002499582177521751,COL4A3BP,collagen type IV alpha 3 binding protein,protein-coding
10089,0.27236727,0.21146405,0.06090322,0.01186460134630243,0.02354169754923945,KCNK7,potassium two pore domain channel subfamily K member 7,protein-coding
1009,0.1986999,0.524312,-0.32561213,9.869226029156548e-13,1.696901234134476e-11,CDH11,cadherin 11,protein-coding
10090,0.25293455,0.24755886,0.0053756833,0.981797449070277,0.9863579946327418,UST,uronyl 2-sulfotransferase,protein-coding
10092,0.50342315,0.29008803,0.21333513,2.35795959938816e-07,1.3822599116147046e-06,ARPC5,actin related protein 2/3 complex subunit 5,protein-coding
10093,0.087528385,-0.054865174,0.14239356,2.9848462760682793e-05,0.00011076816644000527,ARPC4,actin related protein 2/3 complex subunit 4,protein-coding
10094,-0.7702164,-0.7396022,-0.030614197,0.18805873300792186,0.25903777212532525,ARPC3,actin related protein 2/3 complex subunit 3,protein-coding
10095,-0.19420853,-0.22732471,0.033116177,0.9303641589338756,0.948757494526993,ARPC1B,actin related protein 2/3 complex subunit 1B,protein-coding
10096,-0.91183686,-0.47594932,-0.43588755,2.1322499822666916e-11,2.8113773028217937e-10,ACTR3,actin related protein 3,protein-coding
10097,0.51134396,0.4031635,0.10818046,0.004694246617674224,0.010282635448238778,ACTR2,actin related protein 2,protein-coding
10098,0.461715,0.6368432,-0.17512819,1.7477016512438474e-06,8.516073500606383e-06,TSPAN5,tetraspanin 5,protein-coding
10099,0.37464014,0.61321986,-0.23857972,0.5680322099262513,0.6508691406237407,TSPAN3,tetraspanin 3,protein-coding
101,0.0029762413,-0.03166669,0.03464293,0.9801188064660603,0.9854746469385525,ADAM8,ADAM metallopeptidase domain 8,protein-coding
1010,0.25677884,0.13443254,0.1223463,0.0014018407776214097,0.0035211681146122124,CDH12,cadherin 12,protein-coding
10100,0.1453948,0.20876555,-0.06337075,0.05737596978693293,0.09356229570546416,TSPAN2,tetraspanin 2,protein-coding
10101,0.3210528,0.31362143,0.007431358,0.7978116442240835,0.8470779390228663,NUBP2,nucleotide binding protein 2,protein-coding
10102,0.2432201,0.46571973,-0.22249962,1.8190216440847114e-10,1.972286616383142e-09,TSFM,"Ts translation elongation factor, mitochondrial",protein-coding
10103,-0.31214973,-0.22328329,-0.08886644,0.2024642172935296,0.27519061420006974,TSPAN1,tetraspanin 1,protein-coding
10105,-1.1351624,-1.1873009,0.052138567,0.36311929609808236,0.45008392140530457,PPIF,peptidylprolyl isomerase F,protein-coding
10106,-0.028821267,-0.15422265,0.12540138,0.0006630081212019344,0.0018019321248186613,CTDSP2,CTD small phosphatase 2,protein-coding
10107,0.0403502,0.08786905,-0.04751885,0.5336731469795046,0.6177579864754303,TRIM10,tripartite motif containing 10,protein-coding
10109,0.48574865,0.28232917,0.20341948,3.980667254137459e-08,2.7323867432631736e-07,ARPC2,actin related protein 2/3 complex subunit 2,protein-coding
10110,-0.30629152,0.039234027,-0.34552556,3.1314906932678654e-16,1.0027277212105518e-14,SGK2,serum/glucocorticoid regulated kinase 2,protein-coding
10111,-0.8999669,-0.6867204,-0.21324652,0.00019441687383379343,0.0006057041244940625,RAD50,RAD50 double strand break repair protein,protein-coding
10112,-2.6171806,-2.0408008,-0.5763798,2.289870205784869e-09,2.0149550247620176e-08,KIF20A,kinesin family member 20A,protein-coding
10113,-0.12020957,-0.23534879,0.11513922,0.00015669510868040676,0.0004992859394706784,PREB,prolactin regulatory element binding,protein-coding
10114,-0.5426219,-0.6227218,0.08009988,0.1265898965996307,0.18530043282833622,HIPK3,homeodomain interacting protein kinase 3,protein-coding
10116,0.10554198,-0.07172431,0.1772663,2.08139975444799e-05,8.003585830578547e-05,FEM1B,fem-1 homolog B,protein-coding
1012,0.4301362,0.48111114,-0.050974935,0.10996686167399072,0.16458315779008834,CDH13,cadherin 13,protein-coding
10120,-0.3313184,-0.31752905,-0.013789356,0.8562390505005137,0.8916806060627077,ACTR1B,actin related protein 1B,protein-coding
10121,0.5967189,0.51565737,0.08106154,0.5884532696470905,0.6689830236268289,ACTR1A,actin related protein 1A,protein-coding
10123,0.9383729,0.6587332,0.27963972,0.00013952605832415942,0.00045028200183775844,ARL4C,ADP ribosylation factor like GTPase 4C,protein-coding
10124,-0.031959392,-0.06905588,0.037096485,0.9530731268482431,0.9661714562126915,ARL4A,ADP ribosylation factor like GTPase 4A,protein-coding
10125,-0.014047797,0.23881492,-0.25286272,1.0097445856443781e-10,1.1622904997034447e-09,RASGRP1,RAS guanyl releasing protein 1,protein-coding
10126,0.6115527,0.5483349,0.06321782,0.6083268743310529,0.6873926403990119,DNAL4,dynein axonemal light chain 4,protein-coding
10127,-0.33915955,-0.34747458,0.008315027,0.9822478306053304,0.9867300566902308,ZNF263,zinc finger protein 263,protein-coding
10128,-0.20030548,-0.0225072,-0.17779827,9.604518374735065e-05,0.0003219263255131427,LRPPRC,leucine rich pentatricopeptide repeat containing,protein-coding
10129,0.23513235,0.2465862,-0.011453852,0.924430027140639,0.9447062773482853,FRY,FRY microtubule binding protein,protein-coding
1013,1.2317418,1.2319287,-0.00018692017,0.7765281712674119,0.8304583834734175,CDH15,cadherin 15,protein-coding
10130,-0.5258264,-0.18360661,-0.34221977,2.1326792809325554e-15,5.948341668628177e-14,PDIA6,protein disulfide isomerase family A member 6,protein-coding
10131,-0.4544024,-0.40618676,-0.048215628,0.015894313435771502,0.030388507449781492,TRAP1,TNF receptor associated protein 1,protein-coding
10133,1.0707543,1.0638618,0.0068924427,0.04485977426818648,0.07576696157709543,OPTN,optineurin,protein-coding
10134,0.24478336,0.048775874,0.19600749,3.553391550057921e-07,2.009459221518993e-06,BCAP31,B cell receptor associated protein 31,protein-coding
10135,-0.10748328,0.15392506,-0.26140833,1.6471401375515376e-08,1.2151971044724928e-07,NAMPT,nicotinamide phosphoribosyltransferase,protein-coding
10136,0.6906181,0.61640084,0.07421726,0.05022091820332875,0.08337240501085873,CELA3A,chymotrypsin like elastase family member 3A,protein-coding
10138,-0.40316933,-0.77626824,0.3730989,8.315913568084882e-17,3.03309415583877e-15,YAF2,YY1 associated factor 2,protein-coding
10139,-0.0058203586,0.20990428,-0.21572465,1.7513178207443558e-09,1.5840239247348803e-08,ARFRP1,ADP ribosylation factor related protein 1,protein-coding
1014,0.5736895,0.5548848,0.018804729,0.29714129509161846,0.38102328748590314,CDH16,cadherin 16,protein-coding
10140,0.73664874,0.48634413,0.2503046,3.903177351731727e-09,3.275586820432181e-08,TOB1,"transducer of ERBB2, 1",protein-coding
10141,0.15361936,0.17511563,-0.021496266,0.7025476839096727,0.7683590810973305,LINC01587,long intergenic non-protein coding RNA 1587,ncRNA
10142,0.4360935,0.31118146,0.12491205,0.03183072612856867,0.056178839185826,AKAP9,A-kinase anchoring protein 9,protein-coding
10144,-0.2872641,-0.045959834,-0.24130428,5.776604237668746e-11,6.942126262064587e-10,FAM13A,family with sequence similarity 13 member A,protein-coding
10146,-0.9191667,-0.9888695,0.069702804,0.7521166778485195,0.810057251456871,G3BP1,G3BP stress granule assembly factor 1,protein-coding
10147,0.069199905,0.058902852,0.010297053,0.8281753576043727,0.8712874047232212,SUGP2,SURP and G-patch domain containing 2,protein-coding
10148,0.2957557,0.2397035,0.056052208,0.37270330256248985,0.45969848063935714,EBI3,Epstein-Barr virus induced 3,protein-coding
10149,0.24422145,0.4805849,-0.23636344,1.8774309744731237e-09,1.6865229937858185e-08,ADGRG2,adhesion G protein-coupled receptor G2,protein-coding
1015,0.52386373,0.30801964,0.2158441,2.2152321465338958e-05,8.465400465737715e-05,CDH17,cadherin 17,protein-coding
10150,1.039603,0.5132969,0.5263061,0.00012373895290435883,0.00040452235783742656,MBNL2,muscleblind like splicing regulator 2,protein-coding
10151,-0.11138088,-0.029221993,-0.08215889,0.04396376291792656,0.07438721784960178,HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,pseudo
10152,0.31883526,0.2585362,0.06029907,0.07050776692611702,0.11206251442175291,ABI2,abl interactor 2,protein-coding
10153,0.19255608,-0.19451441,0.38707048,2.8317909308534643e-08,2.0074938812858833e-07,CEBPZ,CCAAT enhancer binding protein zeta,protein-coding
10154,0.14682557,0.006240359,0.14058521,0.001476394269676438,0.0036814297242255523,PLXNC1,plexin C1,protein-coding
10155,-0.6026602,-0.6880579,0.08539772,0.0009231974798702822,0.0024220426754289932,TRIM28,tripartite motif containing 28,protein-coding
10156,0.37948632,0.42201078,-0.042524457,0.08976062974055007,0.13813120003014623,RASA4,RAS p21 protein activator 4,protein-coding
10157,0.99636894,0.81903964,0.1773293,0.0020766920589619037,0.004989565328957776,AASS,aminoadipate-semialdehyde synthase,protein-coding
10158,-0.012281961,0.16734958,-0.17963153,1.61803229493429e-05,6.376950809446908e-05,PDZK1IP1,PDZK1 interacting protein 1,protein-coding
10159,0.8456031,1.1449689,-0.29936576,1.5229305893556756e-05,6.0407620030813285e-05,ATP6AP2,ATPase H+ transporting accessory protein 2,protein-coding
1016,-0.041613713,-0.02400275,-0.017610963,0.5506437040074927,0.6342460602638859,CDH18,cadherin 18,protein-coding
10160,-0.09729763,-0.10874177,0.0114441365,0.5393061692097562,0.6232059838733779,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",protein-coding
10161,0.13706686,0.20673221,-0.06966536,0.10128931202156516,0.15342113756012474,LPAR6,lysophosphatidic acid receptor 6,protein-coding
10162,0.77869105,0.87988305,-0.101192,0.1180701239771492,0.17463329194844576,LPCAT3,lysophosphatidylcholine acyltransferase 3,protein-coding
10163,0.20790185,-0.09413937,0.30204123,3.7768568989268164e-14,8.450288901990888e-13,WASF2,WASP family member 2,protein-coding
10164,0.114380166,0.0686223,0.045757867,0.25857537209423065,0.33865050325907525,CHST4,carbohydrate sulfotransferase 4,protein-coding
10165,-1.5049945,-1.1116037,-0.39339077,5.3213260749892434e-08,3.5326498574295854e-07,SLC25A13,solute carrier family 25 member 13,protein-coding
10166,-1.8940719,-1.3723826,-0.5216893,1.2447438623305128e-13,2.544809674097937e-12,SLC25A15,solute carrier family 25 member 15,protein-coding
10168,0.058227804,0.23825134,-0.18002354,3.892430060798984e-06,1.759013115451975e-05,ZNF197,zinc finger protein 197,protein-coding
10169,0.032777973,0.3568167,-0.32403874,2.4584783213510415e-14,5.718513348229366e-13,SERF2,small EDRK-rich factor 2,protein-coding
1017,0.4560432,0.41242504,0.043618172,0.7209653037949325,0.7834277110969328,CDK2,cyclin dependent kinase 2,protein-coding
10170,0.40230584,0.27179357,0.13051227,0.0007360278767617905,0.001976852214535807,DHRS9,dehydrogenase/reductase 9,protein-coding
10171,-0.13755931,-0.17391568,0.036356375,0.41313982542622596,0.5014460737095898,RCL1,RNA terminal phosphate cyclase like 1,protein-coding
10174,-1.8892117,-1.2597228,-0.6294888,1.1706083972521875e-08,8.886244040224734e-08,SORBS3,sorbin and SH3 domain containing 3,protein-coding
10175,-0.643357,-0.43532547,-0.2080315,0.0005409498989271907,0.0014982768712591343,CNIH1,cornichon family AMPA receptor auxiliary protein 1,protein-coding
10178,0.07625313,0.022856446,0.053396687,0.11254204580655912,0.16776521653001944,TENM1,teneurin transmembrane protein 1,protein-coding
10179,-0.7755776,-0.64792526,-0.12765235,0.1643652964183825,0.23131225733399763,RBM7,RNA binding motif protein 7,protein-coding
1018,-0.32757303,-0.27398622,-0.05358681,0.3530387668355056,0.4399334799907119,CDK3,cyclin dependent kinase 3,protein-coding
10180,0.6026876,0.1423697,0.4603179,6.8457019354699e-11,8.083698607324992e-10,RBM6,RNA binding motif protein 6,protein-coding
10181,-0.8174303,-0.9159319,0.09850156,0.012452545566242614,0.024562397078502232,RBM5,RNA binding motif protein 5,protein-coding
10184,0.08581753,-0.006062149,0.09187968,0.04317296823000353,0.073234595209143,LHFPL2,LHFPL tetraspan subfamily member 2,protein-coding
10186,0.38144028,0.3176365,0.06380379,0.05983831130766399,0.09701298051723829,LHFPL6,LHFPL tetraspan subfamily member 6,protein-coding
10188,0.48283795,0.39234188,0.09049606,0.036228409845532356,0.0627545084411582,TNK2,tyrosine kinase non receptor 2,protein-coding
1019,-2.6891723,-1.9773265,-0.71184576,3.748130008794624e-13,6.9693735668808635e-12,CDK4,cyclin dependent kinase 4,protein-coding
10190,-0.6852767,-0.6369661,-0.048310578,0.12334600657197749,0.18115434465324498,TXNDC9,thioredoxin domain containing 9,protein-coding
10193,0.23494354,0.21814464,0.016798899,0.9415697637358064,0.9574917138773423,RNF41,ring finger protein 41,protein-coding
10195,-0.750165,-0.49818942,-0.25197557,5.02011733225029e-07,2.7567040744757945e-06,ALG3,"ALG3 alpha-1,3- mannosyltransferase",protein-coding
10196,-0.34186438,-0.2691189,-0.07274547,0.33227433979274523,0.4181155517979956,PRMT3,protein arginine methyltransferase 3,protein-coding
10197,-0.55366385,-0.68040013,0.12673628,0.030564387697089822,0.054184321473932026,PSME3,proteasome activator subunit 3,protein-coding
10198,-0.24061638,-0.15233769,-0.088278696,0.0056501142960175025,0.012139178989422059,MPHOSPH9,M-phase phosphoprotein 9,protein-coding
10199,-0.5872485,-0.38227117,-0.20497733,4.3287529689505117e-07,2.4168870743307024e-06,MPHOSPH10,M-phase phosphoprotein 10,protein-coding
102,1.3920581,1.2400237,0.1520344,0.0006821369234666994,0.0018469984609043426,ADAM10,ADAM metallopeptidase domain 10,protein-coding
1020,1.4284387,1.6038423,-0.1754036,0.20760997333898457,0.28113090414356345,CDK5,cyclin dependent kinase 5,protein-coding
10200,-0.2493783,-0.09735788,-0.15202042,8.62109562961817e-06,3.595428515626955e-05,MPHOSPH6,M-phase phosphoprotein 6,protein-coding
10201,-0.42586184,-0.32909936,-0.09676248,0.04732186319879996,0.07932879106809979,NME6,NME/NM23 nucleoside diphosphate kinase 6,protein-coding
10202,2.0164227,1.6147755,0.4016472,0.2466969865805677,0.32558403281931686,DHRS2,dehydrogenase/reductase 2,protein-coding
10203,0.6700719,0.40577775,0.26429415,9.657581991276235e-12,1.368490468832798e-10,CALCRL,calcitonin receptor like receptor,protein-coding
10204,0.11148563,0.25911626,-0.14763063,0.002660758987674145,0.0062313519756927935,NUTF2,nuclear transport factor 2,protein-coding
